row_id,Action,ID,QuestName,Location,Coords,XP,Level,Class,Text,WowHead,ItemID,ItemName,ItemAmount,coords_split,X,Y,NpcName,NpcId,formatted_text
0,,,,,,,,,,,,,,,,,"","",""
1,,,,,,,,,,,,,,,,,"","",""
2,,,,,,,,,,,,,,,,,"","",""
3,,,,,,,,,,,,,,,,,"","",""
4,,,,,,,,,,,,,,,,,"","",""
5,,,,,,,,,,,,,,,,,"","",""
6,TurnIn,3701,The Smoldering Ruins of Thaurissan,Ironforge,,,,,,https://classic.wowhead.com/quest=3701,,,,,,,"","",turnin The Smoldering Ruins of Thaurissan##3701
7,Accept,4341,Kharan Mighthammer,Ironforge,,,,,,https://classic.wowhead.com/quest=4341,,,,,,,"","",accept Kharan Mighthammer##4341
8,TurnIn,4128,Ragnar Thunderbrew,Kharanos,,,,,,https://classic.wowhead.com/quest=4128,,,,,,,"","",turnin Ragnar Thunderbrew##4128
9,Accept,4126,Hurley Blackbreath,Eastern Plaguelands,,,,,,https://classic.wowhead.com/quest=4126,,,,,,,"","",accept Hurley Blackbreath##4126
10,Fly,,,Stormwind City,,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",fpath Stormwind City
11,TurnIn,5022,Better Late Than Never,Stormwind City,,,,,,https://classic.wowhead.com/quest=5022,,,,,,,"","",turnin Better Late Than Never##5022
12,Accept,5048,Good Natured Emma,Eastern Plaguelands,,,,,,https://classic.wowhead.com/quest=5048,,,,,,,"","",accept Good Natured Emma##5048
13,TurnIn,5048,Good Natured Emma,Eastern Plaguelands,,,,,,https://classic.wowhead.com/quest=5048,,,,,,,"","",turnin Good Natured Emma##5048
14,Accept,5050,Good Luck Charm,Eastern Plaguelands,,,,,,https://classic.wowhead.com/quest=5050,,,,,,,"","",accept Good Luck Charm##5050
15,Fly,,,Redridge,,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",fpath Redridge
16,TurnInOptional,4186,The True Masters,Eastern Plaguelands,,,,,,https://classic.wowhead.com/quest=4186,,,,,,,"","",
17,AcceptOptional,4223,The True Masters,Eastern Plaguelands,,,,,,https://classic.wowhead.com/quest=4223,,,,,,,"","",
18,Fly,,,Burning Steppes,,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",fpath Burning Steppes
19,TurnInOptional,4223,The True Masters,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4223,,,,,,,"","",
20,AcceptOptional,4224,The True Masters,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4224,,,,,,,"","",
21,Accept,4286,The Good Stuff,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4286,,,,,,,"","",accept The Good Stuff##4286
22,Do,4224,The True Masters,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4224,,,,,,,"","",Do: The True Masters
23,Accept,4123,The Heart of the Mountain,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4123,,,,,,,"","",accept The Heart of the Mountain##4123
24,Accept,3825,Ogre Head On A Stick = Party,Burning Steppes,,,,,,https://classic.wowhead.com/quest=3825,,,,,,,"","",accept Ogre Head On A Stick = Party##3825
25,Do,3825,Ogre Head On A Stick = Party,Burning Steppes,,,,,,https://classic.wowhead.com/quest=3825,,,,,,,"","",Do: Ogre Head On A Stick = Party
26,Accept,4024,A Taste of Flame,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4024,,,,,,,"","",accept A Taste of Flame##4024
27,TurnInOptional,4224,The True Masters,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4224,,,,,,,"","",
28,AcceptOptional,4241,Marshal Windsor,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4241,,,,,,,"","",
29,TurnIn,3825,Ogre Head On A Stick = Party,Burning Steppes,,,,,,https://classic.wowhead.com/quest=3825,,,,,,,"","",turnin Ogre Head On A Stick = Party##3825
30,Accept,4262,Overmaster Pyron,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4262,,,,,,,"","",accept Overmaster Pyron##4262
31,Text,,,Burning Steppes,,,,,If youre not 60 by now there are basically 2 options: Finish the Winterspring quests or do a Full BRD run (and Stratholme/Scholo if thats still not enough),https://classic.wowhead.com/quest=,,,,,,,"","",If youre not 60 by now there are basically 2 options: Finish the Winterspring quests or do a Full BRD run (and Stratholme/Scholo if thats still not enough)
