row_id,Action,ID,QuestName,Location,Coords,XP,Level,Class,Text,WowHead,ItemID,ItemName,ItemAmount,coords_split,X,Y,NpcName,NpcId,formatted_text
0,,,,,,,,,,,,,,,,,"","",""
1,,,,,,,,,,,,,,,,,"","",""
2,,,,,,,,,,,,,,,,,"","",""
3,,,,,,,,,,,,,,,,,"","",""
4,,,,,,,,,,,,,,,,,"","",""
5,,,,,,,,,,,,,,,,,"","",""
6,Turnin,3022,Handle With Care,Darnassus,,,,,,https://classic.wowhead.com/quest=3022,,,,,,,"","",""
7,Accept,3661,Favored of Elune?,Darnassus,,,,,,https://classic.wowhead.com/quest=3661,,,,,,,"","",accept Favored of Elune?##3661
8,Turnin,2939,In Search of Knowledge,Darnassus,,,,,,https://classic.wowhead.com/quest=2939,,,,,,,"","",""
9,Accept,2940,Feralas: A History,Darnassus,,,,,,https://classic.wowhead.com/quest=2940,,,,,,,"","",accept Feralas: A History##2940
10,Turnin,2940,Feralas: A History,Darnassus,,,,,,https://classic.wowhead.com/quest=2940,,,,,,,"","",""
11,Accept,2941,The Borrower,Darnassus,,,,,,https://classic.wowhead.com/quest=2941,,,,,,,"","",accept The Borrower##2941
12,Turnin,4267,Rise of the Silithid,Dalaran,,,,,,https://classic.wowhead.com/quest=4267,,,,,,,"","",""
13,Turnin,2972,Doling Justice,Dalaran,,,,,,https://classic.wowhead.com/quest=2972,,,,,,,"","",""
14,UseHearthstone,,,,,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",use Hearthstone##6948
15,Fly,,,Tanaris,,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",fpath Tanaris
16,Turnin,2941,The Borrower,Tanaris,,,,,,https://classic.wowhead.com/quest=2941,,,,,,,"","",""
17,Accept,2944,The Super Snapper FX,Tanaris,,,,,,https://classic.wowhead.com/quest=2944,,,,,,,"","",accept The Super Snapper FX##2944
18,Turnin,3520,Screecher Spirits,Tanaris,,,,,,https://classic.wowhead.com/quest=3520,,,,,,,"","",""
19,AcceptOptional,3527,The Prophecy of Mosh'aru,Tanaris,,,,,,https://classic.wowhead.com/quest=3527,,,,,,,"","",
20,AcceptOptional,2865,Scarab Shells,Tanaris,,,,,,https://classic.wowhead.com/quest=2865,,,,,,,"","",
21,AcceptOptional,2768,Divino-matic Rod,Tanaris,,,,,,https://classic.wowhead.com/quest=2768,,,,,,,"","",
22,AcceptOptional,3042,Troll Temper,Tanaris,,,,,,https://classic.wowhead.com/quest=3042,,,,,,,"","",
23,Accept,992,Gadgetzan Water Survey,Tanaris,,,,,,https://classic.wowhead.com/quest=992,,,,,,,"","",accept Gadgetzan Water Survey##992
24,Do,992,Gadgetzan Water Survey,Tanaris,,,,,,https://classic.wowhead.com/quest=992,,,,,,,"","",Do: Gadgetzan Water Survey |q 992
