row_id,Action,ID,QuestName,Location,Coords,XP,Level,Text,WowHead,ItemID,ItemName,ItemAmount,coords_split,X,Y,NpcName,NpcId,Class,formatted_text
0,,,,,,,,,,,,,,,,"","",,""
1,,,,,,,,,,,,,,,,"","",,""
2,,,,,,,,,,,,,,,,"","",,""
3,,,,,,,,,,,,,,,,"","",,""
4,,,,,,,,,,,,,,,,"","",,""
5,TurnIn,994,Escape Through Force,Darkshore,,,,,https://classic.wowhead.com/quest=994,,,,,,,"","",,turnin Escape Through Force##994
6,TurnIn,731,The Absent Minded Prospector,Darkshore,,,,,https://classic.wowhead.com/quest=731,,,,,,,"","",,turnin The Absent Minded Prospector##731
7,Accept,741,The Absent Minded Prospector,Darkshore,,,,,https://classic.wowhead.com/quest=741,,,,,,,"","",,accept The Absent Minded Prospector##741
8,KLOCKMORTS?,,,,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",,""
9,TurnIn,7792,A Donation of Wool,Darnassus,,,,,https://classic.wowhead.com/quest=7792,,,,,,,"","",,turnin A Donation of Wool##7792
10,Fly,,,Darnassus,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",,fpath Darnassus
11,TurnIn,741,The Absent Minded Prospector,Teldrassil,,,,,https://classic.wowhead.com/quest=741,,,,,,,"","",,turnin The Absent Minded Prospector##741
12,Accept,942,The Absent Minded Prospector,Teldrassil,,,,,https://classic.wowhead.com/quest=942,,,,,,,"","",,accept The Absent Minded Prospector##942
13,Fly,,,Ashenvale,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",,fpath Ashenvale
14,Accept,1056,Journey to Stonetalon Peak,,,,,,https://classic.wowhead.com/quest=1056,,,,,,,"","",,accept Journey to Stonetalon Peak##1056
15,Accept,1024,Raene's Cleansing,Ashenvale,,,,,https://classic.wowhead.com/quest=1024,,,,,,,"","",,accept Raene's Cleansing##1024
16,Accept,1025,An Aggressive Defense,Ashenvale,,,,,https://classic.wowhead.com/quest=1025,,,,,,,"","",,accept An Aggressive Defense##1025
17,Text,,,,,,,"Buy water/food (I usually stock up to 40 level 15 here, as well as 20 level 25).",https://classic.wowhead.com/quest=,,,,,,,"","",,"Buy water/food (I usually stock up to 40 level 15 here, as well as 20 level 25)."
18,Run,,,Ashenvale,"41.7, 49.9",,,,https://classic.wowhead.com/quest=,,,,"shape: (2,)
Series: '' [str]
[
	""41.7""
	"" 49.9""
]",41.7, 49.9,"","",,"Run to 41.7, 49.9 |goto Ashenvale 41.7, 49.9"
19,Do,1033,Elune's Tear,Ashenvale,,,,,https://classic.wowhead.com/quest=1033,,,,,,,"","",,Do: Elune's Tear |q 1033
