row_id,Action,ID,QuestName,Location,Coords,XP,Level,Text,WowHead,ItemID,ItemName,ItemAmount,coords_split,X,Y,NpcName,NpcId,Class,formatted_text
0,,,,,,,,,,,,,,,,"","",,""
1,,,,,,,,,,,,,,,,"","",,""
2,,,,,,,,,,,,,,,,"","",,""
3,,,,,,,,,,,,,,,,"","",,""
4,,,,,,,,,,,,,,,,"","",,""
5,Fly,,,Stormwind City,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",,fpath Stormwind City
6,Learn,,,Stormwind City,,,26,,https://classic.wowhead.com/quest=,,,,,,,"","","Warrior,Hunter,Rogue","Get your level 26 spells at your trainer
|only if Warrior,Hunter,Rogue"
7,Accept,2923,Tinkmaster Overspark,Stormwind City,,,,,https://classic.wowhead.com/quest=2923,,,,,,,"","",,accept Tinkmaster Overspark##2923
8,Learn,,,Stormwind City,,,26,,https://classic.wowhead.com/quest=,,,,,,,"","","Paladin,Priest,Druid,Warlock","Get your level 26 spells at your trainer
|only if Paladin,Priest,Druid,Warlock"
9,Accept,335,A Noble Brew,Stormwind City,,,,,https://classic.wowhead.com/quest=335,,,,,,,"","",,accept A Noble Brew##335
10,Learn,,,Stormwind City,,,26,,https://classic.wowhead.com/quest=,,,,,,,"","",Mage,"Get your level 26 spells at your trainer
|only if Mage"
11,TurnIn,1075,A Scroll from Mauren,Stormwind City,,,,,https://classic.wowhead.com/quest=1075,,,,,,,"","",,turnin A Scroll from Mauren##1075
12,TurnIn,7791,A Donation of Wool,Stormwind City,,,,,https://classic.wowhead.com/quest=7791,,,,,,,"","",,turnin A Donation of Wool##7791
13,Fly,,,Duskwood,,,,,https://classic.wowhead.com/quest=,,,,,,,"","",,fpath Duskwood
14,Do,"335,1",A Noble Brew,Duskwood,,,,,"https://classic.wowhead.com/quest=335,1",,,,,,,"","",,Do: A Noble Brew
15,Text,,,Duskwood,,,,Buy Food&Water and repair.,https://classic.wowhead.com/quest=,,,,,,,"","",,Buy Food&Water and repair.
16,Accept,57,The Night Watch,Duskwood,,,,,https://classic.wowhead.com/quest=57,,,,,,,"","",,accept The Night Watch##57
17,Accept,173,Worgen in the Woods,Duskwood,,,,,https://classic.wowhead.com/quest=173,,,,,,,"","",,accept Worgen in the Woods##173
18,Accept,174,Look To The Stars,Duskwood,,,,,https://classic.wowhead.com/quest=174,,,,,,,"","",,accept Look To The Stars##174
19,TurnIn,174,Look To The Stars,Duskwood,,,,,https://classic.wowhead.com/quest=174,,,,,,,"","",,turnin Look To The Stars##174
20,Accept,175,Look To The Stars,Duskwood,,,,,https://classic.wowhead.com/quest=175,,,,,,,"","",,accept Look To The Stars##175
21,TurnIn,175,Look To The Stars,Duskwood,,,,,https://classic.wowhead.com/quest=175,,,,,,,"","",,turnin Look To The Stars##175
