row_id,Action,ID,QuestName,Location,Coords,XP,Level,Text,WowHead,ItemID,ItemName,ItemAmount,coords_split,X,Y,NpcName,NpcId,Class,formatted_text
0,,,,,,,,,,,,,,,,"","",,""
1,,,,,,,,,,,,,,,,"","",,""
2,,,,,,,,,,,,,,,,"","",,""
3,,,,,,,,,,,,,,,,"","",,""
4,Text,,,,,,,,,,,,,,,"","",,
5,TurnIn,6342,Flight to Auberdine,,,,,,https://classic.wowhead.com/quest=6342,,,,,,,"","",Nightelf,"turnin Flight to Auberdine##6342
|only if Nightelf"
6,Accept,6343,Return to Nessa,,,,,,https://classic.wowhead.com/quest=6343,,,,,,,"","",Nightelf,"accept Return to Nessa##6343
|only if Nightelf"
7,Accept,983,Buzzbox 827,Darkshore,,,,,https://classic.wowhead.com/quest=983,,,,,,,"","",,accept Buzzbox 827##983
8,Accept,3524,Washed Ashore,Darkshore,,,,,https://classic.wowhead.com/quest=3524,,,,,,,"","",,accept Washed Ashore##3524
9,Flightpath,,,Darkshore,"36.3,45.6",,,,https://classic.wowhead.com/quest=,,,,"shape: (2,)
Series: '' [str]
[
	""36.3""
	""45.6""
]",36.3,45.6,"","","Dwarf,Gnome,Human","fpath Darkshore |goto Darkshore 36.3,45.6
|only if Dwarf,Gnome,Human"
10,Do,983,Buzzbox 827,Darkshore,,,,,https://classic.wowhead.com/quest=983,,,,,,,"","",,Do: Buzzbox 827 |q 983
11,Do,3524,Washed Ashore,Darkshore,,,,,https://classic.wowhead.com/quest=3524,,,,,,,"","",,Do: Washed Ashore |q 3524
12,Text,,,,,,,Farm till youre level[XP12+1300] on the crabs/murlocs,https://classic.wowhead.com/quest=,,,,,,,"","",,Farm till youre level[XP12+1300] on the crabs/murlocs
13,TurnIn,983,Buzzbox 827,Darkshore,,,,,https://classic.wowhead.com/quest=983,,,,,,,"","",,turnin Buzzbox 827##983
14,Accept,1001,Buzzbox 411,,,,,,https://classic.wowhead.com/quest=1001,,,,,,,"","",,accept Buzzbox 411##1001
15,TurnIn,3524,Washed Ashore,Darkshore,,,,,https://classic.wowhead.com/quest=3524,,,,,,,"","",,turnin Washed Ashore##3524
16,Accept,4681,Washed Ashore,Darkshore,,,,,https://classic.wowhead.com/quest=4681,,,,,,,"","",,accept Washed Ashore##4681
17,Accept,963,For Love Eternal,Darkshore,,,,,https://classic.wowhead.com/quest=963,,,,,,,"","",,accept For Love Eternal##963
18,Do,4681,Washed Ashore,Darkshore,,,,,https://classic.wowhead.com/quest=4681,,,,,,,"","",,Do: Washed Ashore |q 4681
19,Do,1001,Buzzbox 411,Darkshore,,,,,https://classic.wowhead.com/quest=1001,,,,,,,"","",,Do: Buzzbox 411 |q 1001
