Name,Action,ID,Location,Coords,XP,Level,Class,Text,Wowhead
[GA Alliance],,,,,,,,,
[N73b Dragonblight - Alliance],,,,,,,,,
[NX73c Dragonblight - Alliance],,,,,,,,,
"[D This guide was written by TUGs and is totally free, but if you want to support my work use: https://www.youtube.com/user/HydroxXTV]",,,,,,,,,
"This guide was written by TUGs and is totally free, but if you want to support my work use: https://www.youtube.com/user/HydroxXTV",Text,,,,,,,,
I am marking EVERY Elite quest and dungeons as optional in this guide. Especially on release you should do them!!! You'll easily find groups for elite quests and dungeons.,Text,,,,,,,,
TurnIn: [QT12460],TurnIn,12460,,,,,,,https://wotlk.wowhead.com/quest=12460
Accept: [QA12416],Accept,12416,,,,,,,https://wotlk.wowhead.com/quest=12416
Do: [QC12416],Do,12416,,,,,,,https://wotlk.wowhead.com/quest=12416
TurnIn: [QT12416],TurnIn,12416,,,,,,,https://wotlk.wowhead.com/quest=12416
Accept: [QA12417],Accept,12417,,,,,,,https://wotlk.wowhead.com/quest=12417
Do: [QC12417],Do,12417,,,,,,,https://wotlk.wowhead.com/quest=12417
TurnIn: [QT12417],TurnIn,12417,,,,,,,https://wotlk.wowhead.com/quest=12417
Accept: [QA12418],Accept,12418,,,,,,,https://wotlk.wowhead.com/quest=12418
Do: [QC12418],Do,12418,,,,,,,https://wotlk.wowhead.com/quest=12418
You should have gotten the Quest Item "Ruby Brooch" by now. Accept it.,Text,,,,,,,You should have gotten the Quest Item "Ruby Brooch" by now. Accept it.,https://wotlk.wowhead.com/quest=
Accept: [QA12419],Accept,12419,,,,,,,https://wotlk.wowhead.com/quest=12419
TurnIn: [QT12418],TurnIn,12418,,,,,,,https://wotlk.wowhead.com/quest=12418
Accept: [QA12768],Accept,12768,,,,,,,https://wotlk.wowhead.com/quest=12768
Do: [QC12498],Do,12498,,,,,,,https://wotlk.wowhead.com/quest=12498
TurnIn: [QT12469],TurnIn,12469,,,,,,,https://wotlk.wowhead.com/quest=12469
Accept: [QA12044],Accept,12044,,,,,,,https://wotlk.wowhead.com/quest=12044
Accept: [QA12043],Accept,12043,,,,,,,https://wotlk.wowhead.com/quest=12043
Accept: [QA12045],Accept,12045,,,,,,,https://wotlk.wowhead.com/quest=12045
Do: [QC12044],Do,12044,,,,,,,https://wotlk.wowhead.com/quest=12044
Do: [QC12043],Do,12043,,,,,,,https://wotlk.wowhead.com/quest=12043
Do: [QC12045],Do,12045,,,,,,,https://wotlk.wowhead.com/quest=12045
TurnIn: [QT12043],TurnIn,12043,,,,,,,https://wotlk.wowhead.com/quest=12043
TurnIn: [QT12045],TurnIn,12045,,,,,,,https://wotlk.wowhead.com/quest=12045
Accept: [QA12046],Accept,12046,,,,,,,https://wotlk.wowhead.com/quest=12046
TurnIn: [QT12044],TurnIn,12044,,,,,,,https://wotlk.wowhead.com/quest=12044
Do: [QC12046],Do,12046,,,,,,,https://wotlk.wowhead.com/quest=12046
TurnIn: [QT12046],TurnIn,12046,,,,,,,https://wotlk.wowhead.com/quest=12046
Accept: [QA12047],Accept,12047,,,,,,,https://wotlk.wowhead.com/quest=12047
Accept: [QA12049],Accept,12049,,,,,,,https://wotlk.wowhead.com/quest=12049
