Name,Action,ID,Location,Coords,XP,Level,Class,Text,WowHead
[GA Horde],,,,,,,,,
[N13-20Bloodelf],,,,,,,,,
[NX1-13Bloodelf],,,,,,,,,
"[D This guide was written by TUGs and is totally free, but if you want to support my work use: https://www.youtube.com/user/HydroxXTV]",,,,,,,,#REF!,
"This guide was written by TUGs and is totally free, but if you want to support my work use: https://www.youtube.com/user/HydroxXTV",,,,,,,,#REF!,
"Every Level you should grind 2-5 experience bars, this will make sure that this guide works properly!",,,,,,,,,
You should be level [XP13] now.,Text,,,,,,,You should be level [XP13] now.,
TurnIn: [QT9758],TurnIn,9758,,,,,,,https://tbc.wowhead.com/quest=9758
Accept: [QA9138],Accept,9138,,,,,,,https://tbc.wowhead.com/quest=9138
Accept: [QA9152],Accept,9152,,,,,,,https://tbc.wowhead.com/quest=9152
TurnIn: [QT9135],TurnIn,9135,,,,,,,https://tbc.wowhead.com/quest=9135
"Set your [H] to Ghostlands at [G48.8, 32.2Ghostlands]",Hearthstone,,Ghostlands,"48.8, 32.2",,,,,https://tbc.wowhead.com/quest=
TurnIn: [QT9130],TurnIn,9130,,,,,,,https://tbc.wowhead.com/quest=9130
Accept: [QA9315],Accept,9315,,,,,,,https://tbc.wowhead.com/quest=9315
Do: [QC9138],Do,9138,,,,,,,https://tbc.wowhead.com/quest=9138
Do: [QC9315],Do,9315,,,,,,,https://tbc.wowhead.com/quest=9315
Accept: [QA9143],Accept,9143,,,,,,,https://tbc.wowhead.com/quest=9143
Accept: [QA9158],Accept,9158,,,,,,,https://tbc.wowhead.com/quest=9158
Accept: [QA9274],Accept,9274,,,,,,,https://tbc.wowhead.com/quest=9274
Accept: [QA9157],Accept,9157,,,,,,,https://tbc.wowhead.com/quest=9157
Do: [QC9157],Do,9157,,,,,,,https://tbc.wowhead.com/quest=9157
TurnIn: [QT9157],TurnIn,9157,,,,,,,https://tbc.wowhead.com/quest=9157
Accept: [QA9174],Accept,9174,,,,,,,https://tbc.wowhead.com/quest=9174
Do: [QC9174],Do,9174,,,,,,,https://tbc.wowhead.com/quest=9174
Do: [QC9274],Do,9274,,,,,,,https://tbc.wowhead.com/quest=9274
TurnIn: [QT9174],TurnIn,9174,,,,,,,https://tbc.wowhead.com/quest=9174
Do: [QC9143],Do,9143,,,,,,,https://tbc.wowhead.com/quest=9143
TurnIn: [QT9143],TurnIn,9143,,,,,,,https://tbc.wowhead.com/quest=9143
Accept: [QA9146],Accept,9146,,,,,,,https://tbc.wowhead.com/quest=9146
TurnIn: [QT9157],TurnIn,9157,,,,,,,https://tbc.wowhead.com/quest=9157
TurnIn: [QT9174],TurnIn,9174,,,,,,,https://tbc.wowhead.com/quest=9174
Do: [QC9274],Do,9274,,,,,,,https://tbc.wowhead.com/quest=9274
Do: [QC9158],Do,9158,,,,,,,https://tbc.wowhead.com/quest=9158
TurnIn: [QT9158],TurnIn,9158,,,,,,,https://tbc.wowhead.com/quest=9158
Accept: [QA9159],Accept,9159,,,,,,,https://tbc.wowhead.com/quest=9159
TurnIn: [QT9274],TurnIn,9274,,,,,,,https://tbc.wowhead.com/quest=9274
TurnIn: [QT9146],TurnIn,9146,,,,,,,https://tbc.wowhead.com/quest=9146
Accept: [QA9159],Accept,9159,,,,,,,https://tbc.wowhead.com/quest=9159
Grind in here till level [XP14 14],Grind,,here,,,14,,,https://tbc.wowhead.com/quest=
Use your [H] Hearthstone.,UseHearthstone,,Ghostlands,"48.8, 32.2",,,,,https://tbc.wowhead.com/quest=
Accept: [QA9171],Accept,9171,,,,,,,https://tbc.wowhead.com/quest=9171
TurnIn: [QT9315],TurnIn,9315,,,,,,,https://tbc.wowhead.com/quest=9315
TurnIn: [QT9138],TurnIn,9138,,,,,,,https://tbc.wowhead.com/quest=9138
Accept: [QA9139],Accept,9139,,,,,,,https://tbc.wowhead.com/quest=9139
Accept: [QA9150],Accept,9150,,,,,,,https://tbc.wowhead.com/quest=9150
Accept: [QA9192],Accept,9192,,,,,,,https://tbc.wowhead.com/quest=9192
Accept: [QA9199],Accept,9199,,,,,,,https://tbc.wowhead.com/quest=9199
Accept: [QA9160],Accept,9160,,,,,,,https://tbc.wowhead.com/quest=9160
Accept: [QA9193],Accept,9193,,,,,,,https://tbc.wowhead.com/quest=9193
Accept: [QA9155],Accept,9155,,,,,,,https://tbc.wowhead.com/quest=9155
Accept: [QA9149],Accept,9149,,,,,,,https://tbc.wowhead.com/quest=9149
Do: [QC9155],Do,9155,,,,,,,https://tbc.wowhead.com/quest=9155
Do: [QC9150],Do,9150,,,,,,,https://tbc.wowhead.com/quest=9150
Do: [QC9152],Do,9152,,,,,,,https://tbc.wowhead.com/quest=9152
Do: [QC9160],Do,9160,,,,,,,https://tbc.wowhead.com/quest=9160
Do: [QC9139],Do,9139,,,,,,,https://tbc.wowhead.com/quest=9139
Do: [QC9149],Do,9149,,,,,,,https://tbc.wowhead.com/quest=9149
Do: [QC9159],Do,9159,,,,,,,https://tbc.wowhead.com/quest=9159
Do: [QC9171],Do,9171,,,,,,,https://tbc.wowhead.com/quest=9171
Accept: [QA9207],Accept,9207,,,,,,,https://tbc.wowhead.com/quest=9207
