Name,Action,ID,Location,Coords,XP,Level,Class,Text,Wowhead
[GA Alliance],,,,,,,,,
[N70b Howling Fjord - Alliance],,,,,,,,,
[NX70c Howling Fjord - Alliance],,,,,,,,,
"[D This guide was written by TUGs and is totally free, but if you want to support my work use: https://www.youtube.com/user/HydroxXTV]",,,,,,,,,
"This guide was written by TUGs and is totally free, but if you want to support my work use: https://www.youtube.com/user/HydroxXTV",Text,,,,,,,,
I am marking EVERY Elite quest and dungeons as optional in this guide. Especially on release you should do them!!! You'll easily find groups for elite quests and dungeons.,Text,,,,,,,,
Do: [QC11426],Do,11426,,,,,,,https://wotlk.wowhead.com/quest=11426
Do: [QC11343],Do,11343,,,,,,,https://wotlk.wowhead.com/quest=11343
TurnIn: [QT11251],TurnIn,11251,,,,,,,https://wotlk.wowhead.com/quest=11251
Accept: [QA13205][O],AcceptOptional,13205,,,,,,,https://wotlk.wowhead.com/quest=13205
Accept: [QA11252],Accept,11252,,,,,,,https://wotlk.wowhead.com/quest=11252
Whilst continuing to quest look for a group for Utgarde Keep.,Text,,,,,,,Whilst continuing to quest look for a group for Utgarde Keep.,https://wotlk.wowhead.com/quest=
TurnIn: [QT11343],TurnIn,11343,,,,,,,https://wotlk.wowhead.com/quest=11343
Accept: [QA11344],Accept,11344,,,,,,,https://wotlk.wowhead.com/quest=11344
TurnIn: [QT11426],TurnIn,11426,,,,,,,https://wotlk.wowhead.com/quest=11426
Accept: [QA11427],Accept,11427,,,,,,,https://wotlk.wowhead.com/quest=11427
Talk to Guard Captain Zorek(same NPC u got the quest from) and fly to Lieutenant Icehammer.,Text,,,,,,,Talk to Guard Captain Zorek(same NPC u got the quest from) and fly to Lieutenant Icehammer.,https://wotlk.wowhead.com/quest=
TurnIn: [QT11427],TurnIn,11427,,,,,,,https://wotlk.wowhead.com/quest=11427
Accept: [QA11429],Accept,11429,,,,,,,https://wotlk.wowhead.com/quest=11429
Do: [QC11429],Do,11429,,,,,,,https://wotlk.wowhead.com/quest=11429
TurnIn: [QT11429],TurnIn,11429,,,,,,,https://wotlk.wowhead.com/quest=11429
Accept: [QA11430],Accept,11430,,,,,,,https://wotlk.wowhead.com/quest=11430
Do: [QC11430],Do,11430,,,,,,,https://wotlk.wowhead.com/quest=11430
Do: [QC11344],Do,11344,,,,,,,https://wotlk.wowhead.com/quest=11344
TurnIn: [QT11448],TurnIn,11448,,,,,,,https://wotlk.wowhead.com/quest=11448
Accept: [QA11474],Accept,11474,,,,,,,https://wotlk.wowhead.com/quest=11474
TurnIn: [QT11474],TurnIn,11474,,,,,,,https://wotlk.wowhead.com/quest=11474
Accept: [QA11475],Accept,11475,,,,,,,https://wotlk.wowhead.com/quest=11475
Accept: [QA11460],Accept,11460,,,,,,,https://wotlk.wowhead.com/quest=11460
Do: [QC11460],Do,11460,,,,,,,https://wotlk.wowhead.com/quest=11460
TurnIn: [QT11460],TurnIn,11460,,,,,,,https://wotlk.wowhead.com/quest=11460
Accept: [QA11465],Accept,11465,,,,,,,https://wotlk.wowhead.com/quest=11465
Accept: [QA11477],Accept,11477,,,,,,,https://wotlk.wowhead.com/quest=11477
Do: [QC11475],Do,11475,,,,,,,https://wotlk.wowhead.com/quest=11475
Do: [QC11477],Do,11477,,,,,,,https://wotlk.wowhead.com/quest=11477
TurnIn: [QT11477],TurnIn,11477,,,,,,,https://wotlk.wowhead.com/quest=11477
TurnIn: [QT11475],TurnIn,11475,,,,,,,https://wotlk.wowhead.com/quest=11475
Accept: [QA11483],Accept,11483,,,,,,,https://wotlk.wowhead.com/quest=11483
Accept: [QA11484],Accept,11484,,,,,,,https://wotlk.wowhead.com/quest=11484
