Name,Action,ID,QuestName,Location,Coords,XP,Level,"Class,Rep",Text,WowHead,ItemID,ItemName,ItemAmount
[GA Alliance],,,,,,,,,,,,,
[N11-14 Darkshore],,,,,,,,,,,,,
[NX14-17 Loch Modan],,,,,,,,,,,,,
"[D This guide was written by TUGs and is totally free, but if you want to support my work use: https://www.youtube.com/user/HydroxXTV]",,,,,,,,,,,,,
"This guide was written by TUGs and is totally free, but if you want to support my work use: https://www.youtube.com/user/HydroxXTV",Text,,,,,,,,,,,,
TurnIn: [QT6342][A Nightelf],TurnIn,6342,Flight to Auberdine,,,,,Nightelf,,https://classic.wowhead.com/quest=6342,,,
Accept: [QA6343][A Nightelf],Accept,6343,Return to Nessa,,,,,Nightelf,,https://classic.wowhead.com/quest=6343,,,
Accept: [QA983],Accept,983,Buzzbox 827,Darkshore,,,,,,https://classic.wowhead.com/quest=983,,,
Accept: [QA3524],Accept,3524,Washed Ashore,Darkshore,,,,,,https://classic.wowhead.com/quest=3524,,,
"Get the [P] flightpath at: [G36.3,45.6Darkshore][A Dwarf,Gnome,Human]",Flightpath,,,Darkshore,"36.3,45.6",,,"Dwarf,Gnome,Human",,https://classic.wowhead.com/quest=,,,
Do: [QC983],Do,983,Buzzbox 827,Darkshore,,,,,,https://classic.wowhead.com/quest=983,,,
Do: [QC3524],Do,3524,Washed Ashore,Darkshore,,,,,,https://classic.wowhead.com/quest=3524,,,
Farm till youre level[XP12+1300] on the crabs/murlocs,Text,,,,,,,,Farm till youre level[XP12+1300] on the crabs/murlocs,https://classic.wowhead.com/quest=,,,
TurnIn: [QT983],TurnIn,983,Buzzbox 827,Darkshore,,,,,,https://classic.wowhead.com/quest=983,,,
Accept: [QA1001],Accept,1001,Buzzbox 411,,,,,,,https://classic.wowhead.com/quest=1001,,,
TurnIn: [QT3524],TurnIn,3524,Washed Ashore,Darkshore,,,,,,https://classic.wowhead.com/quest=3524,,,
Accept: [QA4681],Accept,4681,Washed Ashore,Darkshore,,,,,,https://classic.wowhead.com/quest=4681,,,
Accept: [QA963],Accept,963,For Love Eternal,Darkshore,,,,,,https://classic.wowhead.com/quest=963,,,
Do: [QC4681],Do,4681,Washed Ashore,Darkshore,,,,,,https://classic.wowhead.com/quest=4681,,,
Do: [QC1001],Do,1001,Buzzbox 411,Darkshore,,,,,,https://classic.wowhead.com/quest=1001,,,
"Run to [G37, 41Darkshore]",Run,,,Darkshore,"37, 41",,,,,https://classic.wowhead.com/quest=,,,
Accept: [QA954],Accept,954,Bashal'Aran,Darkshore,,,,,,https://classic.wowhead.com/quest=954,,,
Accept: [QA958],Accept,958,Tools of the Highborne,Darkshore,,,,,,https://classic.wowhead.com/quest=958,,,
Accept: [QA2118],Accept,2118,Plagued Lands,Darkshore,,,,,,https://classic.wowhead.com/quest=2118,,,
Accept: [QA984],Accept,984,How Big a Threat?,Darkshore,,,,,,https://classic.wowhead.com/quest=984,,,
"Run to [G46.2, 31Darkshore]",Run,,,Darkshore,"46.2, 31",,,,,https://classic.wowhead.com/quest=,,,
Do: [QC2118],Do,2118,Plagued Lands,Darkshore,,,,,,https://classic.wowhead.com/quest=2118,,,
Do: [QC6001][A Druid],Do,6001,Body and Heart,,,,,Druid,,https://classic.wowhead.com/quest=6001,,,
TurnIn: [QT954],TurnIn,954,Bashal'Aran,Darkshore,,,,,,https://classic.wowhead.com/quest=954,,,
Accept: [QA955],Accept,955,Bashal'Aran,Darkshore,,,,,,https://classic.wowhead.com/quest=955,,,
Do: [QC955],Do,955,Bashal'Aran,Darkshore,,,,,,https://classic.wowhead.com/quest=955,,,
TurnIn: [QT955],TurnIn,955,Bashal'Aran,Darkshore,,,,,,https://classic.wowhead.com/quest=955,,,
Accept: [QA956],Accept,956,Bashal'Aran,Darkshore,,,,,,https://classic.wowhead.com/quest=956,,,
Do: [QC956],Do,956,Bashal'Aran,Darkshore,,,,,,https://classic.wowhead.com/quest=956,,,
TurnIn: [QT956],TurnIn,956,Bashal'Aran,Darkshore,,,,,,https://classic.wowhead.com/quest=956,,,
Accept: [QA957],Accept,957,Bashal'Aran,Darkshore,,,,,,https://classic.wowhead.com/quest=957,,,
TurnIn: [QT2118],TurnIn,2118,Plagued Lands,Darkshore,,,,,,https://classic.wowhead.com/quest=2118,,,
Accept: [QA2138],Accept,2138,Cleansing of the Infected,Darkshore,,,,,,https://classic.wowhead.com/quest=2138,,,
Accept: [QA4811],Accept,4811,The Red Crystal,Darkshore,,,,,,https://classic.wowhead.com/quest=4811,,,
Accept: [QA947],Accept,947,Cave Mushrooms,Darkshore,,,,,,https://classic.wowhead.com/quest=947,,,
TurnIn: [QT4681],TurnIn,4681,Washed Ashore,Darkshore,,,,,,https://classic.wowhead.com/quest=4681,,,
"Do: [QC4811] at [G47.3,48.7Darkshore]",Text,4811,The Red Crystal,Darkshore,,,,,"Do: [QC4811] at [G47.3,48.7Darkshore]",https://classic.wowhead.com/quest=4811,,,
Accept: [QA953],Accept,953,The Fall of Ameth'Aran,Darkshore,,,,,,https://classic.wowhead.com/quest=953,,,
Do [QC953- ][QC963- ][QC958- ][QC957],Text,953,"For Love Eternal, Tools of the Highborne, Bashal'Aran, The Fall of Ameth'Aran",Darkshore,,,,,Do [QC953- ][QC963- ][QC958- ][QC957],https://classic.wowhead.com/quest=953,,,
Grind  this areatill level [XP13 13],Grind,,,this area,,,13,,,https://classic.wowhead.com/quest=,,,
TurnIn: [QT953],TurnIn,953,The Fall of Ameth'Aran,Darkshore,,,,,,https://classic.wowhead.com/quest=953,,,
"Go South of Ameth 'Aran and kill as many Rabid Thistle Bears as possible, afterwards go to around [G38,60]. You should find 6-10 to kill, that will do for now.",Text,,,Darkshore,,,,,"Go South of Ameth 'Aran and kill as many Rabid Thistle Bears as possible, afterwards go to around [G38,60]. You should find 6-10 to kill, that will do for now.",https://classic.wowhead.com/quest=,,,
Accept: [QA4722],Accept,4722,Beached Sea Turtle,Darkshore,,,,,,https://classic.wowhead.com/quest=4722,,,
"Do: [QC984] at [G39, 54.1Darkshore]",Text,984,How Big a Threat?,Darkshore,,,,,"Do: [QC984] at [G39, 54.1Darkshore]",https://classic.wowhead.com/quest=984,,,
TurnIn: [QT4722],TurnIn,4722,Beached Sea Turtle,Darkshore,,,,,,https://classic.wowhead.com/quest=4722,,,
TurnIn: [QT963],TurnIn,963,For Love Eternal,Darkshore,,,,,,https://classic.wowhead.com/quest=963,,,
TurnIn: [QT4811],TurnIn,4811,The Red Crystal,Darkshore,,,,,,https://classic.wowhead.com/quest=4811,,,
Accept: [QA4812],Accept,4812,As Water Cascades,Darkshore,,,,,,https://classic.wowhead.com/quest=4812,,,
Fill the water tube at the nearby moonwell,Text,,,Darkshore,,,,,Fill the water tube at the nearby moonwell,https://classic.wowhead.com/quest=,,,
TurnIn: [QT984],TurnIn,984,How Big a Threat?,Darkshore,,,,,,https://classic.wowhead.com/quest=984,,,
Accept: [QA985],Accept,985,How Big a Threat?,Darkshore,,,,,,https://classic.wowhead.com/quest=985,,,
Accept: [QA4761],Accept,4761,Thundris Windweaver,Darkshore,,,,,,https://classic.wowhead.com/quest=4761,,,
Accept: [QA965],Accept,965,The Tower of Althalaxx,Darkshore,,,,,,https://classic.wowhead.com/quest=965,,,
