Name,Action,ID,QuestName,Location,Coords,XP,Level,Class,Text,WowHead
[GA Alliance],,,,,,,,,,
"[N55-56BS,WPL]",,,,,,,,,,
"[NX56-60WPL,EPL,BS]",,,,,,,,,,
"[D This guide was written by TUGs and is totally free, but if you want to support my work use: https://www.youtube.com/user/HydroxXTV]",,,,,,,,,,
"This guide was written by TUGs and is totally free, but if you want to support my work use: https://www.youtube.com/user/HydroxXTV",,,,,,,,,,
"Every Level you should grind 2-5 experience bars, this will make sure that this guide works properly!",,,,,,,,,,
Accept: [QA3823],Accept,3823,Extinguish the Firegut,Burning Steppes,,,,,,https://classic.wowhead.com/quest=3823
Accept: [QA4283],Accept,4283,FIFTY! YEP!,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4283
Accept: [QA4182][O],AcceptOptional,4182,Dragonkin Menace,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4182
Accept: [QA4726],Accept,4726,Broodling Essence,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4726
Accept: [QA4296],Accept,4296,Tablet of the Seven,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4296
Do: [QC3701],Do,3701,The Smoldering Ruins of Thaurissan,Burning Steppes,,,,,,https://classic.wowhead.com/quest=3701
Do: [QC4296],Do,4296,Tablet of the Seven,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4296
Do: [QC3823],Do,3823,Extinguish the Firegut,Burning Steppes,,,,,,https://classic.wowhead.com/quest=3823
Do: [QC4726],Do,4726,Broodling Essence,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4726
(Whenever you can)Do: [QC4182][O],DoOptional,4182,Dragonkin Menace,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4182
Accept: [QA4023][O],AcceptOptional,4023,A Taste of Flame,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4023
TurnIn: [QT4023][O],TurnInOptional,4023,A Taste of Flame,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4023
TurnIn: [QT4726],TurnIn,4726,Broodling Essence,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4726
TurnIn: [QT4296],TurnIn,4296,Tablet of the Seven,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4296
TurnIn: [QT3823],TurnIn,3823,Extinguish the Firegut,Burning Steppes,,,,,,https://classic.wowhead.com/quest=3823
Accept: [QA3824],Accept,3824,Gor'tesh the Brute Lord,Burning Steppes,,,,,,https://classic.wowhead.com/quest=3824
TurnIn: [QT4182][O],TurnInOptional,4182,Dragonkin Menace,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4182
Accept: [QA4183][O],AcceptOptional,4183,The True Masters,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4183
Do: [QC3824],Do,3824,Gor'tesh the Brute Lord,Burning Steppes,,,,,,https://classic.wowhead.com/quest=3824
Do: [QC4283],Do,4283,FIFTY! YEP!,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4283
TurnIn: [QT4283],TurnIn,4283,FIFTY! YEP!,Burning Steppes,,,,,,https://classic.wowhead.com/quest=4283
TurnIn: [QT3824],TurnIn,3824,Gor'tesh the Brute Lord,Burning Steppes,,,,,,https://classic.wowhead.com/quest=3824
Fly to [F Redridge Mountains],Fly,,,Redridge Mountains,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT4183][O],TurnInOptional,4183,The True Masters,Redridge Mountains,,,,,,https://classic.wowhead.com/quest=4183
Accept: [QA4184][O],AcceptOptional,4184,The True Masters,Redridge Mountains,,,,,,https://classic.wowhead.com/quest=4184
Fly to [F Stormwind City],Fly,,,Stormwind City,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT4184][O],TurnInOptional,4184,The True Masters,Stormwind City,,,,,,https://classic.wowhead.com/quest=4184
Accept: [QA4185][O],AcceptOptional,4185,The True Masters,Stormwind City,,,,,,https://classic.wowhead.com/quest=4185
(Whenever you can)Do: [QC4185][O],DoOptional,4185,The True Masters,Stormwind City,,,,,,https://classic.wowhead.com/quest=4185
TurnIn: [QT4185][O],TurnInOptional,4185,The True Masters,Stormwind City,,,,,,https://classic.wowhead.com/quest=4185
Accept: [QA4186][O],AcceptOptional,4186,The True Masters,Stormwind City,,,,,,https://classic.wowhead.com/quest=4186
Accept: [QA6182][O],AcceptOptional,6182,The First and the Last,Stormwind City,,,,,,https://classic.wowhead.com/quest=6182
TurnIn: [QT6182][O],TurnInOptional,6182,The First and the Last,Stormwind City,,,,,,https://classic.wowhead.com/quest=6182
Accept: [QA6183][O],AcceptOptional,6183,Honor the Dead,Stormwind City,,,,,,https://classic.wowhead.com/quest=6183
TurnIn: [QT6183][O],TurnInOptional,6183,Honor the Dead,Stormwind City,,,,,,https://classic.wowhead.com/quest=6183
Accept: [QA6184][O],AcceptOptional,6184,Flint Shadowmore,Stormwind City,,,,,,https://classic.wowhead.com/quest=6184
Accept: [QA5066],Accept,5066,A Call to Arms: The Plaguelands!,Stormwind City,,,,,,https://classic.wowhead.com/quest=5066
