Name,Action,ID,QuestName,Location,Coords,XP,Level,Class,Text,WowHead
[GA Alliance],,,,,,,,,,
"[N45-47Tanaris,Hinterlands]",,,,,,,,,,
[NX47-49Searing Gorge],,,,,,,,,,
"[D This guide was written by TUGs and is totally free, but if you want to support my work use: https://www.youtube.com/user/HydroxXTV]",,,,,,,,,,
"This guide was written by TUGs and is totally free, but if you want to support my work use: https://www.youtube.com/user/HydroxXTV",,,,,,,,,,
"Every Level you should grind 2-5 experience bars, this will make sure that this guide works properly!",,,,,,,,,,
TurnIn: [QT3022],Turnin,3022,Handle With Care,Darnassus,,,,,,https://classic.wowhead.com/quest=3022
Accept: [QA3661],Accept,3661,Favored of Elune?,Darnassus,,,,,,https://classic.wowhead.com/quest=3661
TurnIn: [QT2939],Turnin,2939,In Search of Knowledge,Darnassus,,,,,,https://classic.wowhead.com/quest=2939
Accept: [QA2940],Accept,2940,Feralas: A History,Darnassus,,,,,,https://classic.wowhead.com/quest=2940
TurnIn: [QT2940],Turnin,2940,Feralas: A History,Darnassus,,,,,,https://classic.wowhead.com/quest=2940
Accept: [QA2941],Accept,2941,The Borrower,Darnassus,,,,,,https://classic.wowhead.com/quest=2941
TurnIn: [QT4267],Turnin,4267,Rise of the Silithid,Dalaran,,,,,,https://classic.wowhead.com/quest=4267
TurnIn: [QT2972],Turnin,2972,Doling Justice,Dalaran,,,,,,https://classic.wowhead.com/quest=2972
Use your [H] Hearthstone.,UseHearthstone,,,,,,,,,https://classic.wowhead.com/quest=
Fly to [F Tanaris],Fly,,,Tanaris,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT2941],Turnin,2941,The Borrower,Tanaris,,,,,,https://classic.wowhead.com/quest=2941
Accept: [QA2944],Accept,2944,The Super Snapper FX,Tanaris,,,,,,https://classic.wowhead.com/quest=2944
TurnIn: [QT3520],Turnin,3520,Screecher Spirits,Tanaris,,,,,,https://classic.wowhead.com/quest=3520
Accept: [QA3527][O],AcceptOptional,3527,The Prophecy of Mosh'aru,Tanaris,,,,,,https://classic.wowhead.com/quest=3527
Accept: [QA2865][O],AcceptOptional,2865,Scarab Shells,Tanaris,,,,,,https://classic.wowhead.com/quest=2865
Accept: [QA2768][O],AcceptOptional,2768,Divino-matic Rod,Tanaris,,,,,,https://classic.wowhead.com/quest=2768
Accept: [QA3042][O],AcceptOptional,3042,Troll Temper,Tanaris,,,,,,https://classic.wowhead.com/quest=3042
Accept: [QA992],Accept,992,Gadgetzan Water Survey,Tanaris,,,,,,https://classic.wowhead.com/quest=992
Do: [QC992],Do,992,Gadgetzan Water Survey,Tanaris,,,,,,https://classic.wowhead.com/quest=992
Grind in Zul'Farrak till level [XP48 48],Grind,,,Zul'Farrak,,,48,,,https://classic.wowhead.com/quest=
Use your [H] Hearthstone.,UseHearthstone,,,Feralas,,,,,,https://classic.wowhead.com/quest=
Accept: [QA3445],Accept,3445,The Sunken Temple,Feralas,,,,,,https://classic.wowhead.com/quest=3445
Fly to [F Tanaris],Fly,,,Tanaris,,,,,,https://classic.wowhead.com/quest=
TurnIn: [QT3042][O],TurnInOptional,3042,Troll Temper,Tanaris,,,,,,https://classic.wowhead.com/quest=3042
Accept: [QA2605],Accept,2605,The Thirsty Goblin,Tanaris,,,,,,https://classic.wowhead.com/quest=2605
TurnIn: [QT2768][O],TurnInOptional,2768,Divino-matic Rod,Tanaris,,,,,,https://classic.wowhead.com/quest=2768
Accept: [QA5863],Accept,5863,The Dunemaul Compound,Tanaris,,,,,,https://classic.wowhead.com/quest=5863
TurnIn: [QT2865][O],TurnInOptional,2865,Scarab Shells,Tanaris,,,,,,https://classic.wowhead.com/quest=2865
Accept: [QA3362],Accept,3362,Thistleshrub Valley,Tanaris,,,,,,https://classic.wowhead.com/quest=3362
TurnIn: [QT992],TurnIn,992,Gadgetzan Water Survey,Tanaris,,,,,,https://classic.wowhead.com/quest=992
Accept: [QA82],Accept,82,Noxious Lair Investigation,Tanaris,,,,,,https://classic.wowhead.com/quest=82
TurnIn: [QT3445],TurnIn,3445,The Sunken Temple,Tanaris,,,,,,https://classic.wowhead.com/quest=3445
Accept: [QA3444],Accept,3444,The Stone Circle,Tanaris,,,,,,https://classic.wowhead.com/quest=3444
Accept: [QA3161],Accept,3161,Gahz'ridian,Tanaris,,,,,,https://classic.wowhead.com/quest=3161
Do: [QC5863],Do,5863,The Dunemaul Compound,Tanaris,,,,,,https://classic.wowhead.com/quest=5863
Do: [QC82],Do,82,Noxious Lair Investigation,Tanaris,,,,,,https://classic.wowhead.com/quest=82
Do: [QC3161],Do,3161,Gahz'ridian,Tanaris,,,,,,https://classic.wowhead.com/quest=3161
Do: [QC2605],Do,2605,The Thirsty Goblin,Tanaris,,,,,,https://classic.wowhead.com/quest=2605
Do: [QC3362],Do,3362,Thistleshrub Valley,Tanaris,,,,,,https://classic.wowhead.com/quest=3362
You should have found the chicken beacon quest by now,Text,,,Tanaris,,,,,You should have found the chicken beacon quest by now,https://classic.wowhead.com/quest=
Accept: [QA351],Accept,351,Find OOX-17/TN!,Tanaris,,,,,,https://classic.wowhead.com/quest=351
Accept: [QA1560],Accept,1560,Tooga's Quest,Tanaris,,,,,,https://classic.wowhead.com/quest=1560
"Escort quest inv,if youre in a group, dont accept the follow before everyone has turned in!",Text,,,Tanaris,,,,,"Escort quest inv,if youre in a group, dont accept the follow before everyone has turned in!",https://classic.wowhead.com/quest=
TurnIn: [QT351],TurnIn,351,Find OOX-17/TN!,Tanaris,,,,,,https://classic.wowhead.com/quest=351
Accept: [QA648],Accept,648,Rescue OOX-17/TN!,Tanaris,,,,,,https://classic.wowhead.com/quest=648
Do: [QC648],Do,648,Rescue OOX-17/TN!,Tanaris,,,,,,https://classic.wowhead.com/quest=648
TurnIn: [QT1560],TurnIn,1560,Tooga's Quest,Tanaris,,,,,,https://classic.wowhead.com/quest=1560
TurnIn: [QT3527][O],TurnInOptional,3527,The Prophecy of Mosh'aru,Tanaris,,,,,,https://classic.wowhead.com/quest=3527
TurnIn: [QT5863],TurnIn,5863,The Dunemaul Compound,Tanaris,,,,,,https://classic.wowhead.com/quest=5863
TurnIn: [QT2605],TurnIn,2605,The Thirsty Goblin,Tanaris,,,,,,https://classic.wowhead.com/quest=2605
Accept: [QA2606],Accept,2606,In Good Taste,Tanaris,,,,,,https://classic.wowhead.com/quest=2606
TurnIn: [QT2606],TurnIn,2606,In Good Taste,Tanaris,,,,,,https://classic.wowhead.com/quest=2606
Accept: [QA2641],Accept,2641,Sprinkle's Secret Ingredient,Tanaris,,,,,,https://classic.wowhead.com/quest=2641
TurnIn: [QT82],TurnIn,82,Noxious Lair Investigation,Tanaris,,,,,,https://classic.wowhead.com/quest=82
Accept: [QA10],Accept,10,The Scrimshank Redemption,Tanaris,,,,,,https://classic.wowhead.com/quest=10
TurnIn: [QT3362],TurnIn,3362,Thistleshrub Valley,Tanaris,,,,,,https://classic.wowhead.com/quest=3362
TurnIn: [QT3161],TurnIn,3161,Gahz'ridian,Tanaris,,,,,,https://classic.wowhead.com/quest=3161
"Run to [G55,70Tanaris]",Run,,,Tanaris,"55,70",,,,,https://classic.wowhead.com/quest=
"Run to [G54.2,72.9Tanaris]",Run,,,Tanaris,"54.2,72.9",,,,,https://classic.wowhead.com/quest=
"Run to [G56.3,72.2Tanaris]",Run,,,Tanaris,"56.3,72.2",,,,,https://classic.wowhead.com/quest=
Do: [QC10],Do,10,The Scrimshank Redemption,Tanaris,,,,,,https://classic.wowhead.com/quest=10
TurnIn: [QT10],TurnIn,10,The Scrimshank Redemption,Tanaris,,,,,,https://classic.wowhead.com/quest=10
Accept: [QA110],Accept,110,Insect Part Analysis,Tanaris,,,,,,https://classic.wowhead.com/quest=110
TurnIn: [QT110],TurnIn,110,Insect Part Analysis,Tanaris,,,,,,https://classic.wowhead.com/quest=110
Accept: [QA113],Accept,113,Insect Part Analysis,Tanaris,,,,,,https://classic.wowhead.com/quest=113
TurnIn: [QT113],TurnIn,113,Insect Part Analysis,Tanaris,,,,,,https://classic.wowhead.com/quest=113
Accept: [QA162],Accept,162,Rise of the Silithid,Tanaris,,,,,,https://classic.wowhead.com/quest=162
